timestamp,counts,qber,bg_noise,eve_intensity,attack_label
300000,0,0.019287718,0.01499978,0.025329331,1
300001,0,0.024405047,0.01500019,0.023161836,1
300002,0,0.018846782,0.014999756,0.022903936,1
300003,0,0.020109791,0.015000696,0.023365857,1
300004,0,0.021770982,0.015001204,0.025031384,1
300005,0,0.022230973,0.015001794,0.02520128,1
300006,0,0.023369294,0.015002289,0.02496903,1
300007,0,0.022373,0.0150027,0.025049133,1
300008,0,0.01920165,0.015004185,0.025635196,1
300009,0,0.020811133,0.015005082,0.024447864,1
300010,0,0.023443818,0.0150056,0.023356607,1
300011,0,0.018039307,0.015006408,0.022553723,1
300012,0,0.01927971,0.015006325,0.023116082,1
300013,0,0.021720367,0.015008202,0.022586212,1
300014,0,0.016071457,0.015008292,0.023542183,1
300015,0,0.023359636,0.015008885,0.023527415,1
300016,0,0.022489734,0.015011832,0.023815706,1
300017,0,0.02245607,0.015014294,0.024400774,1
300018,0,0.019599533,0.015013499,0.024535926,1
300019,0,0.020289924,0.015014729,0.025084699,1
300020,0,0.019891383,0.015015716,0.024315922,1
300021,0,0.017243966,0.015015664,0.023611844,1
300022,0,0.021063756,0.01501852,0.023152016,1
300023,0,0.022713263,0.015018598,0.02259981,1
300024,0,0.020765206,0.01501933,0.022833975,1
300025,0,0.018316614,0.01502128,0.022729844,1
300026,0,0.023921162,0.015021208,0.02260625,1
300027,0,0.020996327,0.015019608,0.022998894,1
300028,0,0.018417146,0.015018988,0.023309289,1
300029,0,0.02220707,0.015019495,0.022456424,1
300030,0,0.020178568,0.01501896,0.02290212,1
300031,0,0.01816144,0.015020456,0.022578,1
300032,0,0.02074534,0.015021849,0.02221373,1
300033,0,0.019399114,0.01502154,0.021845037,1
300034,0,0.01937537,0.015023092,0.022258846,1
300035,0,0.019304084,0.015023628,0.022084571,1
300036,0,0.02225057,0.015023669,0.021492042,1
300037,0,0.02045796,0.01502594,0.021285089,1
300038,0,0.02200424,0.015025923,0.021488812,1
300039,0,0.019176086,0.015026471,0.020994462,1
300040,0,0.021818452,0.015027213,0.021364857,1
300041,0,0.018647589,0.015027059,0.021560399,1
300042,0,0.020269904,0.015029553,0.0216797,1
300043,0,0.018995326,0.015029936,0.021930408,1
300044,0,0.018196726,0.015030654,0.022344321,1
300045,0,0.018205836,0.0150299715,0.022100655,1
300046,0,0.022761606,0.015028254,0.02166081,1
300047,0,0.02641751,0.015029701,0.022402812,1
300048,0,0.022102637,0.0150292,0.022140143,1
300049,0,0.02028065,0.015029234,0.021919252,1
300050,0,0.017601158,0.015029101,0.022157168,1
300051,0,0.022112137,0.015028697,0.021428578,1
300052,0,0.020614441,0.015031658,0.022267712,1
300053,0,0.021378992,0.015029404,0.022001164,1
300054,0,0.021982785,0.015028502,0.021615418,1
300055,1,0.022276463,0.0150275,0.022045484,1
300056,0,0.020680856,0.015027545,0.022034258,1
300057,0,0.020486042,0.015028627,0.021904832,1
300058,0,0.019445563,0.015029319,0.02177938,1
300059,0,0.02098355,0.015029364,0.022291126,1
300060,0,0.019382909,0.015031152,0.022181507,1
300061,0,0.017712047,0.015031531,0.022402935,1
300062,0,0.020012975,0.015032174,0.022413157,1
300063,0,0.019628832,0.015033352,0.02187834,1
300064,0,0.02175347,0.0150351655,0.022653265,1
300065,0,0.023419954,0.015035503,0.022870682,1
300066,0,0.019738477,0.015035672,0.023236843,1
300067,0,0.019654348,0.015035999,0.023009352,1
300068,0,0.020138148,0.015036035,0.023081195,1
300069,0,0.023043623,0.015037534,0.023328114,1
300070,0,0.020198958,0.015037659,0.023068668,1
300071,0,0.024255969,0.015038353,0.023188258,1
300072,0,0.023435747,0.015036888,0.022723801,1
300073,0,0.02089977,0.015038356,0.023307709,1
300074,0,0.020277735,0.015039529,0.022552254,1
300075,0,0.020234078,0.015038067,0.022438347,1
300076,0,0.02478185,0.015038404,0.022387762,1
300077,0,0.02230159,0.015038487,0.02187745,1
300078,0,0.017182447,0.015040128,0.022403613,1
300079,0,0.024395611,0.015040417,0.02270732,1
300080,0,0.016550846,0.015041748,0.022547772,1
300081,0,0.021480357,0.015041704,0.022492444,1
300082,0,0.024080709,0.015044037,0.02197385,1
300083,0,0.018510094,0.015045491,0.022992466,1
300084,0,0.020517798,0.01504645,0.022577872,1
300085,0,0.016605742,0.015046655,0.022171443,1
300086,0,0.022964362,0.015047799,0.021947147,1
300087,0,0.020067051,0.015050491,0.022406887,1
300088,0,0.019865602,0.015052845,0.021744488,1
300089,0,0.019945573,0.015051422,0.021765295,1
300090,0,0.019855076,0.015053556,0.021430142,1
300091,0,0.019385153,0.015055165,0.021235691,1
300092,0,0.018707642,0.0150564555,0.021926416,1
300093,0,0.022712039,0.015056001,0.022701219,1
300094,0,0.018395068,0.015055964,0.023418752,1
300095,0,0.020006599,0.015057663,0.023412555,1
300096,0,0.021869453,0.015059634,0.02325681,1
300097,0,0.018542524,0.01505824,0.02399592,1
300098,0,0.02173003,0.015059638,0.024057714,1
300099,0,0.024405736,0.015060026,0.0244309,1
300100,0,0.01758972,0.015062009,0.024121488,1
300101,0,0.020727467,0.015063091,0.023713106,1
300102,0,0.023298683,0.015063893,0.023401575,1
300103,0,0.024630941,0.015062614,0.02381157,1
300104,0,0.01908235,0.015063127,0.023360506,1
300105,0,0.017424237,0.015063442,0.023279151,1
300106,0,0.022146055,0.015061935,0.022577327,1
300107,0,0.018261878,0.01506133,0.022348247,1
300108,0,0.021459347,0.015063977,0.023074927,1
300109,0,0.021203836,0.01506524,0.022903485,1
300110,0,0.019814411,0.015066506,0.022876797,1
300111,0,0.023382068,0.015067002,0.023856834,1
300112,0,0.022068635,0.015068372,0.02339789,1
300113,0,0.020590913,0.015068702,0.023555154,1
300114,0,0.022714734,0.015070517,0.023656499,1
300115,0,0.021804677,0.0150701525,0.023216803,1
300116,0,0.019166607,0.015070107,0.02303591,1
300117,0,0.019208374,0.015068782,0.023379544,1
300118,0,0.018481517,0.015069637,0.023833452,1
300119,0,0.023343122,0.015068192,0.023488566,1
300120,0,0.020281626,0.015070374,0.02354436,1
300121,0,0.020550737,0.015069706,0.0239196,1
300122,0,0.023278937,0.0150704775,0.02441351,1
300123,0,0.023336003,0.015073053,0.024684805,1
300124,0,0.022403955,0.015072823,0.024308726,1
300125,0,0.01966192,0.015073519,0.024218088,1
300126,0,0.018076928,0.01507419,0.023547104,1
300127,0,0.017630173,0.015074783,0.023670088,1
300128,0,0.018777331,0.015074057,0.023429355,1
300129,0,0.021513347,0.01507505,0.022822926,1
300130,0,0.021979835,0.015075542,0.02301579,1
300131,0,0.017617289,0.015075826,0.023823088,1
300132,0,0.019996675,0.015077336,0.024411453,1
300133,0,0.023503518,0.0150786685,0.025003124,1
300134,0,0.021832095,0.015079725,0.02546072,1
300135,0,0.024128051,0.015083468,0.025348863,1
