timestamp,counts,qber,bg_noise,attack_label
8000000,0,0.011579807,0.014999466,0
8000001,0,0.014389706,0.015000748,0
8000002,0,0.010528872,0.015000075,0
8000003,0,0.016749226,0.01500195,0
8000004,0,0.017214565,0.015002958,0
8000005,0,0.011364508,0.0150023755,0
8000006,0,0.01789557,0.015001922,0
8000007,0,0.012741689,0.015002796,0
8000008,0,0.012767188,0.01500292,0
8000009,0,0.014696375,0.0150038125,0
8000010,0,0.018117385,0.015005213,0
8000011,0,0.017779546,0.015006541,0
8000012,0,0.015304885,0.015005796,0
8000013,0,0.017243054,0.015006376,0
8000014,0,0.012592345,0.015007664,0
8000015,0,0.014448702,0.0150077315,0
8000016,0,0.015293092,0.015010059,0
8000017,0,0.011914646,0.015011007,0
8000018,0,0.01893682,0.015010592,0
8000019,0,0.013187249,0.01501104,0
8000020,0,0.011463743,0.015012192,0
8000021,0,0.015944235,0.015012698,0
8000022,0,0.014776736,0.015014742,0
8000023,0,0.013936486,0.0150136305,0
8000024,0,0.014701018,0.015012853,0
8000025,0,0.017431317,0.015012733,0
8000026,0,0.014354473,0.015012685,0
8000027,0,0.015253329,0.015012694,0
8000028,0,0.015342178,0.015012488,0
8000029,0,0.015280932,0.015012109,0
8000030,0,0.0146105625,0.01501522,0
8000031,0,0.017290462,0.015016358,0
8000032,0,0.014482924,0.015016154,0
8000033,0,0.015661588,0.015016354,0
8000034,0,0.014380591,0.015018012,0
8000035,0,0.0154339615,0.0150177665,0
8000036,0,0.017672641,0.015018911,0
8000037,1,0.018322824,0.015018058,0
8000038,0,0.014907792,0.015018558,0
8000039,0,0.018981816,0.015018251,0
8000040,0,0.019094726,0.015018838,0
8000041,0,0.0133681,0.015019954,0
8000042,0,0.015622735,0.01502051,0
8000043,0,0.0149026755,0.015022303,0
8000044,0,0.013394736,0.015023255,0
8000045,0,0.012608263,0.015023515,0
8000046,0,0.016503053,0.01502418,0
8000047,0,0.013149153,0.015026573,0
8000048,0,0.01625753,0.015027957,0
8000049,0,0.013848528,0.015029078,0
8000050,0,0.012172619,0.015030104,0
8000051,0,0.019246418,0.015029628,0
8000052,0,0.010497393,0.015032532,0
8000053,0,0.01325522,0.015033263,0
8000054,0,0.016286999,0.015033993,0
8000055,0,0.014772807,0.0150355715,0
8000056,0,0.012191778,0.015036604,0
8000057,0,0.017307544,0.015037277,0
8000058,0,0.013986802,0.015040029,0
8000059,0,0.014169672,0.015040873,0
8000060,0,0.014065711,0.01504069,0
8000061,0,0.01821053,0.015042213,0
8000062,0,0.014537504,0.015045608,0
8000063,0,0.017172188,0.015044592,0
8000064,0,0.017591907,0.015045162,0
8000065,0,0.014794477,0.015045681,0
8000066,0,0.01406347,0.015045755,0
8000067,0,0.016126495,0.015046024,0
8000068,0,0.016881738,0.015045174,0
8000069,0,0.01686674,0.015045074,0
8000070,0,0.018320516,0.015045101,0
8000071,0,0.012392527,0.015044435,0
8000072,0,0.017411945,0.0150434105,0
8000073,0,0.0135745695,0.015043116,0
8000074,0,0.016852885,0.015044607,0
8000075,0,0.014993637,0.015045447,0
8000076,0,0.01037989,0.015047609,0
8000077,0,0.016659249,0.015047341,0
8000078,0,0.017953493,0.015048452,0
8000079,0,0.012611154,0.015048917,0
8000080,0,0.017517881,0.015050838,0
8000081,0,0.013652453,0.015051776,0
8000082,0,0.014974066,0.015052902,0
8000083,0,0.016661087,0.015051078,0
8000084,0,0.014986601,0.015052721,0
8000085,0,0.016669443,0.015051708,0
8000086,0,0.016855292,0.015052343,0
8000087,0,0.014108607,0.015052669,0
8000088,0,0.013383247,0.015053719,0
8000089,0,0.015444851,0.015054377,0
8000090,1,0.015123793,0.015053093,0
8000091,0,0.013957824,0.015055081,0
8000092,0,0.016393745,0.015055811,0
8000093,0,0.016012354,0.015054252,0
8000094,0,0.017122569,0.015054599,0
8000095,0,0.016516723,0.015057376,0
8000096,0,0.01736696,0.01505811,0
8000097,0,0.013932984,0.015058241,0
8000098,0,0.015304561,0.015059593,0
8000099,0,0.013663394,0.015059903,0
8000100,0,0.016501531,0.015060219,0
8000101,0,0.014247638,0.015063191,0
8000102,0,0.01828181,0.01506293,0
8000103,0,0.0184817,0.015063185,0
8000104,0,0.016985975,0.015063347,0
8000105,0,0.013884953,0.015063729,0
8000106,0,0.01431323,0.015065693,0
8000107,0,0.016273815,0.015067347,0
8000108,0,0.01678464,0.015068206,0
8000109,0,0.012646211,0.015069373,0
8000110,0,0.015960233,0.015070271,0
