timestamp,counts,qber,bg_noise,attack_label
5500000,0,0.02145457,0.014999269,1
5500001,0,0.017828178,0.014999667,1
5500002,0,0.02170497,0.0149980225,1
5500003,0,0.020553403,0.014997514,1
5500004,0,0.019608395,0.014998774,1
5500005,0,0.023254886,0.014998739,1
5500006,0,0.02117801,0.014998907,1
5500007,0,0.019558772,0.015000954,1
5500008,0,0.019254347,0.01500172,1
5500009,0,0.01900107,0.015001172,1
5500010,0,0.02011016,0.0150015745,1
5500011,0,0.022038408,0.015000548,1
5500012,0,0.021261508,0.015001428,1
5500013,0,0.018348185,0.015002179,1
5500014,0,0.024312228,0.015003442,1
5500015,0,0.021372614,0.015003555,1
5500016,0,0.019367177,0.015003948,1
5500017,0,0.018319117,0.015004601,1
5500018,0,0.02093302,0.015006486,1
5500019,0,0.023194706,0.015005563,1
5500020,0,0.021134617,0.015007041,1
5500021,0,0.020876285,0.015008774,1
5500022,0,0.02163461,0.015008599,1
5500023,0,0.021315342,0.015011213,1
5500024,0,0.020723661,0.015012115,1
5500025,0,0.019595979,0.015013078,1
5500026,0,0.021909684,0.015014313,1
5500027,0,0.023361227,0.015015948,1
5500028,0,0.018410156,0.015015394,1
5500029,0,0.019858804,0.015016671,1
5500030,0,0.02296788,0.015015567,1
5500031,0,0.02187399,0.015017152,1
5500032,0,0.01734868,0.015016176,1
5500033,0,0.01662859,0.015015832,1
5500034,0,0.019044861,0.015015261,1
5500035,0,0.020733334,0.01501565,1
5500036,0,0.020207802,0.015016562,1
5500037,0,0.021410592,0.015019125,1
5500038,0,0.018818734,0.0150195835,1
5500039,0,0.023155678,0.015022277,1
5500040,0,0.017291762,0.015022352,1
5500041,0,0.019066228,0.015023914,1
5500042,0,0.022223799,0.015024716,1
5500043,0,0.018113256,0.015025474,1
5500044,0,0.021228395,0.01502532,1
5500045,0,0.020821424,0.015025882,1
5500046,0,0.02150404,0.01502726,1
5500047,0,0.023605462,0.015028759,1
5500048,0,0.019918825,0.015030302,1
5500049,0,0.019852662,0.015031049,1
5500050,0,0.020450622,0.015031191,1
5500051,0,0.018684508,0.015031747,1
5500052,0,0.017414473,0.015031391,1
5500053,0,0.021343432,0.015031974,1
5500054,0,0.017218389,0.015032256,1
5500055,0,0.021031385,0.015034119,1
5500056,0,0.023331879,0.015033922,1
5500057,0,0.025299484,0.015033595,1
5500058,0,0.020330038,0.015034598,1
5500059,0,0.01794257,0.015035082,1
5500060,0,0.020251412,0.015036057,1
5500061,0,0.023421012,0.015036494,1
5500062,0,0.021276748,0.015035753,1
5500063,0,0.019792,0.015036926,1
5500064,0,0.020377921,0.015036911,1
5500065,0,0.020679623,0.015038725,1
5500066,0,0.024126774,0.015038595,1
5500067,0,0.021074282,0.015038923,1
5500068,0,0.021011975,0.015038144,1
5500069,0,0.019035408,0.015036525,1
5500070,0,0.023166701,0.015037044,1
5500071,0,0.016536804,0.015036967,1
5500072,0,0.025135344,0.015037643,1
5500073,0,0.021999815,0.015037738,1
5500074,0,0.025031429,0.015037569,1
5500075,0,0.01934722,0.015038684,1
5500076,0,0.02321467,0.015040295,1
5500077,0,0.019460665,0.015042519,1
