timestamp,counts,qber,bg_noise,attack_label
2000000,0,0.016590985,0.0149984965,0
2000001,0,0.01551793,0.015000169,0
2000002,0,0.010910199,0.014999738,0
2000003,0,0.017645838,0.015002275,0
2000004,0,0.010964692,0.015003343,0
2000005,0,0.016819108,0.015003722,0
2000006,0,0.014840998,0.015005146,0
2000007,0,0.015562339,0.015005995,0
2000008,0,0.017443405,0.015006431,0
2000009,0,0.01526316,0.015007411,0
2000010,0,0.0142197795,0.015009167,0
2000011,0,0.011312244,0.015010404,0
2000012,0,0.01391714,0.015009496,0
2000013,0,0.013285487,0.015010226,0
2000014,0,0.018048532,0.015010301,0
2000015,0,0.013777845,0.015009421,0
2000016,0,0.015734427,0.015009866,0
2000017,0,0.015055839,0.015010894,0
2000018,0,0.013386876,0.015009074,0
2000019,0,0.016475966,0.015008838,0
2000020,0,0.017585333,0.015009761,0
2000021,0,0.0140473815,0.0150113525,0
2000022,0,0.014964209,0.015013426,0
2000023,0,0.017067352,0.015012879,0
2000024,0,0.014086431,0.015014335,0
2000025,0,0.015724432,0.015014962,0
2000026,0,0.014165435,0.015015627,0
2000027,0,0.01510432,0.015015414,0
2000028,0,0.013457319,0.015015825,0
2000029,0,0.01327394,0.015016401,0
2000030,0,0.010333131,0.015018622,0
2000031,0,0.013759701,0.015018423,0
2000032,0,0.01490355,0.015020786,0
2000033,0,0.018545564,0.015023291,0
2000034,0,0.017596755,0.015023918,0
2000035,0,0.016086457,0.0150243435,0
2000036,0,0.016156131,0.01502467,0
2000037,0,0.012000818,0.015023702,0
2000038,0,0.017697563,0.015023546,0
2000039,0,0.018504936,0.015024069,0
2000040,0,0.013482224,0.015023031,0
2000041,0,0.0132096205,0.0150238015,0
2000042,0,0.018866517,0.015026012,0
2000043,0,0.017433349,0.015027518,0
2000044,0,0.015388933,0.015028453,0
2000045,0,0.013008133,0.015028732,0
2000046,0,0.017668227,0.015028846,0
2000047,0,0.016493382,0.015029417,0
2000048,0,0.017122488,0.015031077,0
2000049,0,0.017038753,0.015031821,0
2000050,0,0.017389266,0.01503252,0
2000051,0,0.018208439,0.01503289,0
2000052,0,0.014829308,0.015035949,0
2000053,0,0.01628872,0.0150366,0
2000054,0,0.011479362,0.01503725,0
2000055,0,0.012645501,0.015038591,0
2000056,0,0.01511145,0.015041094,0
2000057,0,0.015851017,0.01504329,0
2000058,0,0.017650206,0.015044378,0
2000059,0,0.014672323,0.015043985,0
2000060,0,0.01581728,0.015044146,0
2000061,0,0.016852561,0.015044113,0
2000062,0,0.013237008,0.015044613,0
2000063,0,0.014425181,0.015044689,0
2000064,0,0.015104766,0.015045305,0
2000065,0,0.012260945,0.015046267,0
2000066,0,0.016442424,0.015045651,0
2000067,0,0.016592653,0.015047031,0
2000068,0,0.013706781,0.015046407,0
2000069,0,0.011251853,0.015048324,0
2000070,0,0.011973902,0.015049324,0
2000071,0,0.015094328,0.015051042,0
2000072,0,0.016536443,0.015050606,0
2000073,0,0.014048788,0.015050996,0
2000074,0,0.011260788,0.015051853,0
2000075,0,0.015972998,0.015051804,0
2000076,0,0.01604318,0.015052643,0
2000077,0,0.014193535,0.015053203,0
2000078,0,0.015621417,0.015054232,0
2000079,0,0.014904647,0.01505481,0
2000080,0,0.016134908,0.015055827,0
2000081,0,0.01433974,0.015055854,0
2000082,0,0.016275337,0.015055955,0
2000083,0,0.015073506,0.015056554,0
2000084,0,0.016076412,0.015058327,0
2000085,0,0.013749896,0.015059934,0
2000086,0,0.015131047,0.015060871,0
2000087,0,0.013491858,0.015060736,0
2000088,0,0.012904233,0.015061137,0
2000089,0,0.019585503,0.015062209,0
2000090,0,0.017904468,0.015063107,0
2000091,0,0.012773578,0.015063939,0
2000092,0,0.014189206,0.015064941,0
2000093,0,0.017153049,0.015066147,0
2000094,0,0.017076014,0.015067165,0
2000095,0,0.0155048175,0.015068702,0
2000096,0,0.012277445,0.015068812,0
2000097,0,0.012704405,0.015070071,0
2000098,0,0.011749106,0.015069685,0
2000099,0,0.013288373,0.015071837,0
2000100,0,0.015782254,0.015071782,0
2000101,0,0.014963924,0.015073041,0
2000102,0,0.0145405065,0.01507216,0
2000103,0,0.0142184235,0.015071725,0
2000104,0,0.013514138,0.015070952,0
