timestamp,counts,qber,bg_noise,eve_intensity,attack_label
4000000,0,0.015989712,0.015001294,0.0,0
4000001,0,0.017283475,0.015002501,0.0,0
4000002,0,0.01571872,0.015003361,0.0,0
4000003,0,0.013684339,0.015005396,0.0,0
4000004,0,0.0152802635,0.015006333,0.0,0
4000005,0,0.017119521,0.015005069,0.0,0
4000006,0,0.017548427,0.015006037,0.0,0
4000007,0,0.01390985,0.015006729,0.0,0
4000008,0,0.015609158,0.015009545,0.0,0
4000009,0,0.014884648,0.015009635,0.0,0
4000010,0,0.018754741,0.015010416,0.0,0
4000011,0,0.01780461,0.015011609,0.0,0
4000012,0,0.013284712,0.015010447,0.0,0
4000013,0,0.010405539,0.015010811,0.0,0
4000014,0,0.0140027935,0.015011351,0.0,0
4000015,0,0.017527802,0.015010494,0.0,0
4000016,0,0.014229391,0.015010649,0.0,0
4000017,0,0.014581311,0.015011553,0.0,0
4000018,0,0.013908944,0.015013315,0.0,0
4000019,0,0.014924748,0.015012855,0.0,0
4000020,0,0.015441773,0.01501318,0.0,0
4000021,0,0.014319143,0.015012482,0.0,0
4000022,0,0.012601566,0.015015657,0.0,0
4000023,0,0.0148473745,0.015015014,0.0,0
4000024,0,0.015299513,0.015015524,0.0,0
4000025,0,0.015283605,0.015015918,0.0,0
4000026,0,0.016827812,0.0150168,0.0,0
4000027,0,0.014471645,0.015017616,0.0,0
4000028,0,0.014333909,0.015019304,0.0,0
4000029,0,0.013309998,0.015019241,0.0,0
4000030,0,0.013797148,0.015020724,0.0,0
4000031,0,0.014870954,0.015021097,0.0,0
4000032,0,0.019464906,0.015023536,0.0,0
4000033,0,0.015312386,0.015022567,0.0,0
4000034,0,0.015619794,0.015021491,0.0,0
4000035,0,0.016437108,0.01502212,0.0,0
4000036,0,0.015363613,0.01502312,0.0,0
4000037,0,0.013082974,0.015024197,0.0,0
4000038,0,0.014942332,0.015025289,0.0,0
4000039,0,0.015613269,0.015025309,0.0,0
4000040,0,0.019348588,0.015026136,0.0,0
4000041,0,0.01656808,0.015026846,0.0,0
4000042,0,0.011623653,0.01502954,0.0,0
4000043,0,0.017882487,0.015028617,0.0,0
4000044,0,0.015900582,0.015028937,0.0,0
4000045,0,0.016749822,0.015030115,0.0,0
4000046,0,0.016141785,0.015030337,0.0,0
4000047,0,0.01537012,0.015032244,0.0,0
4000048,0,0.014565231,0.015033306,0.0,0
