timestamp,counts,qber,bg_noise,attack_label
7000000,0,0.014289883,0.014998964,0
7000001,0,0.015839849,0.014999096,0
7000002,0,0.013639785,0.014998777,0
7000003,0,0.013031511,0.014999637,0
7000004,0,0.01631239,0.01499887,0
7000005,0,0.017888106,0.015000546,0
7000006,0,0.01480277,0.015000852,0
7000007,0,0.018698202,0.015002941,0
7000008,0,0.015820498,0.015004504,0
7000009,0,0.014937856,0.015005366,0
7000010,0,0.01286033,0.0150048,0
7000011,0,0.014427137,0.015005952,0
7000012,0,0.017544273,0.015006342,0
7000013,0,0.012454551,0.015006037,0
7000014,0,0.011665633,0.0150075685,0
7000015,0,0.016059633,0.015009848,0
7000016,0,0.014036947,0.015010365,0
7000017,0,0.014978763,0.015010203,0
7000018,0,0.013354242,0.015011244,0
7000019,0,0.01298441,0.015011452,0
7000020,0,0.011528313,0.015011455,0
7000021,0,0.01729721,0.015012193,0
7000022,0,0.015666824,0.015012369,0
7000023,0,0.0120847495,0.0150137255,0
7000024,0,0.013571099,0.015015277,0
7000025,0,0.018983308,0.015017019,0
7000026,0,0.0139031485,0.015016717,0
7000027,0,0.0143959895,0.015015972,0
7000028,0,0.014229178,0.015016411,0
7000029,0,0.014462759,0.015015875,0
7000030,0,0.017282603,0.015016963,0
7000031,0,0.015370812,0.0150176585,0
7000032,0,0.014775403,0.015017837,0
7000033,0,0.015503056,0.015017857,0
7000034,0,0.011828854,0.015018053,0
7000035,0,0.01609771,0.015020283,0
7000036,0,0.01733916,0.015022136,0
7000037,0,0.015532033,0.015022259,0
7000038,0,0.015366013,0.015024409,0
7000039,0,0.016810264,0.015026296,0
7000040,0,0.015957108,0.015027843,0
7000041,0,0.0129388105,0.01502743,0
7000042,0,0.013416095,0.015028094,0
7000043,0,0.016572317,0.015028149,0
7000044,0,0.013557814,0.015028777,0
7000045,0,0.016021457,0.015028231,0
7000046,0,0.012873154,0.0150286965,0
7000047,0,0.014335386,0.015027891,0
7000048,0,0.017374087,0.015029852,0
7000049,0,0.015179344,0.015028703,0
7000050,0,0.01830039,0.015028955,0
7000051,0,0.016356086,0.015029812,0
7000052,0,0.014698613,0.01503035,0
7000053,0,0.0150213335,0.015031296,0
7000054,0,0.018718923,0.015030688,0
7000055,0,0.012966896,0.015031259,0
7000056,0,0.013741448,0.015031874,0
7000057,0,0.015578618,0.015031867,0
7000058,0,0.012215542,0.015033832,0
7000059,0,0.017432882,0.015033394,0
7000060,0,0.015502743,0.015035326,0
7000061,0,0.01734166,0.015034108,0
7000062,0,0.018570222,0.015033942,0
7000063,0,0.012073275,0.015035835,0
7000064,0,0.015688377,0.015034644,0
7000065,0,0.014685773,0.015035378,0
7000066,0,0.01510578,0.015037431,0
7000067,0,0.01644367,0.015038078,0
7000068,0,0.013987009,0.015039243,0
7000069,0,0.014892988,0.015041352,0
7000070,0,0.012945658,0.015041537,0
7000071,0,0.015862769,0.015040614,0
7000072,0,0.014377786,0.015041983,0
7000073,0,0.017403763,0.01504209,0
7000074,0,0.014003507,0.015042882,0
7000075,0,0.01443494,0.01504476,0
7000076,0,0.016431307,0.015045395,0
7000077,0,0.013365866,0.015045919,0
7000078,0,0.014845124,0.015046792,0
7000079,1,0.016049169,0.01504705,0
7000080,0,0.015607806,0.015049546,0
7000081,0,0.017171955,0.015050358,0
7000082,0,0.015790217,0.015050687,0
7000083,0,0.012454253,0.015051287,0
7000084,0,0.014353355,0.01505227,0
7000085,0,0.01724848,0.015053079,0
7000086,0,0.01631274,0.015055336,0
7000087,0,0.016564434,0.015055589,0
7000088,0,0.014374302,0.015054472,0
7000089,0,0.0131217735,0.015055494,0
7000090,0,0.014249628,0.015057075,0
7000091,0,0.015662137,0.015057632,0
7000092,0,0.015172587,0.015058206,0
7000093,0,0.014272917,0.015057561,0
7000094,0,0.013955186,0.015058539,0
7000095,0,0.013653555,0.015058846,0
7000096,0,0.013754137,0.015059104,0
7000097,0,0.011573066,0.015059034,0
7000098,0,0.020114243,0.015058804,0
7000099,0,0.016275425,0.015059775,0
