timestamp,counts,qber,bg_noise,eve_intensity,attack_label
0,0,0.015265794,0.015000497,0.0,0
1,0,0.016908998,0.015000987,0.0,0
2,0,0.01303043,0.015002263,0.0,0
3,0,0.014965461,0.015004414,0.0,0
4,0,0.015039862,0.015004808,0.0,0
5,0,0.013410987,0.015005202,0.0,0
6,0,0.018272629,0.01500741,0.0,0
7,0,0.012881061,0.015008805,0.0,0
8,0,0.012143473,0.015008965,0.0,0
9,0,0.014203129,0.015010135,0.0,0
10,0,0.011978805,0.0150103,0.0,0
11,0,0.015990082,0.015010463,0.0,0
12,0,0.018613447,0.015011333,0.0,0
13,0,0.012358009,0.015010049,0.0,0
14,0,0.01699254,0.015008952,0.0,0
15,0,0.013039716,0.015009018,0.0,0
16,0,0.016397096,0.015008633,0.0,0
17,0,0.0128842285,0.0150095755,0.0,0
18,0,0.013349067,0.015009296,0.0,0
19,0,0.0138549805,0.015008512,0.0,0
20,0,0.018133761,0.0150106065,0.0,0
21,0,0.012058952,0.015011009,0.0,0
22,0,0.017052982,0.0150117045,0.0,0
23,0,0.019542111,0.015010908,0.0,0
24,0,0.013474581,0.015010992,0.0,0
25,0,0.012016342,0.015011732,0.0,0
26,0,0.01488769,0.015011208,0.0,0
27,0,0.01617788,0.015012212,0.0,0
28,0,0.014217693,0.01501224,0.0,0
29,0,0.011845925,0.015012577,0.0,0
30,0,0.015109601,0.015012603,0.0,0
31,0,0.014754842,0.015015084,0.0,0
32,0,0.016074903,0.015015699,0.0,0
33,0,0.016005158,0.01501527,0.0,0
34,0,0.017189158,0.015016721,0.0,0
35,0,0.015058983,0.015016127,0.0,0
36,0,0.015457295,0.015016965,0.0,0
37,0,0.012220767,0.015015634,0.0,0
38,0,0.013235372,0.015014933,0.0,0
39,0,0.016015613,0.015015759,0.0,0
40,0,0.0148903765,0.015017126,0.0,0
41,0,0.016650885,0.015017926,0.0,0
42,0,0.017556984,0.015018438,0.0,0
43,0,0.014659656,0.015018765,0.0,0
44,0,0.0141487075,0.015017915,0.0,0
45,0,0.009484539,0.015017823,0.0,0
46,0,0.016675582,0.015017991,0.0,0
47,0,0.013121071,0.015019677,0.0,0
48,0,0.014608389,0.015020648,0.0,0
49,0,0.016793806,0.015019514,0.0,0
50,0,0.012795613,0.015020466,0.0,0
51,0,0.017394034,0.0150207095,0.0,0
52,0,0.01586106,0.015020661,0.0,0
53,0,0.014794957,0.015021901,0.0,0
54,0,0.018355515,0.01502356,0.0,0
55,0,0.00992036,0.015025119,0.0,0
56,0,0.013376268,0.015024909,0.0,0
57,0,0.015077923,0.015025227,0.0,0
58,0,0.013079185,0.0150261875,0.0,0
59,0,0.0129610635,0.015027791,0.0,0
60,0,0.012824827,0.01502794,0.0,0
61,0,0.013988691,0.015028383,0.0,0
62,0,0.01675478,0.015027905,0.0,0
63,0,0.016519539,0.015027337,0.0,0
64,0,0.014516088,0.0150287775,0.0,0
65,0,0.02009957,0.015030762,0.0,0
66,0,0.016651457,0.015031319,0.0,0
67,0,0.013611935,0.015032951,0.0,0
68,0,0.016664177,0.015033941,0.0,0
69,0,0.013142443,0.015033924,0.0,0
70,0,0.014327028,0.015034913,0.0,0
71,0,0.014527574,0.015037079,0.0,0
72,0,0.015523419,0.015037672,0.0,0
73,0,0.013729632,0.015039865,0.0,0
74,0,0.017800802,0.015037874,0.0,0
75,0,0.016870277,0.015039324,0.0,0
76,0,0.016710995,0.015040039,0.0,0
77,0,0.011647548,0.015040369,0.0,0
78,0,0.016958773,0.015041089,0.0,0
79,0,0.01485058,0.015039729,0.0,0
80,0,0.011656176,0.015040138,0.0,0
81,0,0.014676315,0.015041123,0.0,0
82,0,0.01596888,0.01504323,0.0,0
83,0,0.014610292,0.01504334,0.0,0
