timestamp,counts,qber,bg_noise,eve_intensity,attack_label
6000000,0,0.013207215,0.014998474,0.0,0
6000001,0,0.012126535,0.015000231,0.0,0
6000002,0,0.014180946,0.0150017645,0.0,0
6000003,0,0.014614288,0.01500178,0.0,0
6000004,0,0.015586976,0.015004474,0.0,0
6000005,0,0.016802132,0.015007096,0.0,0
6000006,0,0.014103883,0.015007629,0.0,0
6000007,0,0.013838194,0.015006063,0.0,0
6000008,0,0.013670722,0.015006241,0.0,0
6000009,0,0.015283742,0.015006666,0.0,0
6000010,0,0.013719641,0.015007803,0.0,0
6000011,0,0.016727619,0.015008209,0.0,0
6000012,0,0.013378745,0.015008527,0.0,0
6000013,0,0.013786895,0.015010081,0.0,0
6000014,0,0.015024131,0.015011257,0.0,0
6000015,0,0.013663388,0.015011131,0.0,0
6000016,0,0.015987193,0.01501105,0.0,0
6000017,0,0.014563658,0.015011903,0.0,0
6000018,0,0.017919794,0.015014091,0.0,0
6000019,0,0.014803636,0.015013883,0.0,0
6000020,0,0.014694654,0.015013994,0.0,0
6000021,0,0.015330728,0.015016449,0.0,0
6000022,0,0.017172841,0.015015504,0.0,0
6000023,0,0.01402046,0.01501647,0.0,0
6000024,0,0.017569326,0.0150178475,0.0,0
6000025,0,0.015277174,0.015019037,0.0,0
6000026,0,0.013055081,0.015020063,0.0,0
6000027,0,0.017036183,0.015021175,0.0,0
6000028,0,0.013556144,0.015019848,0.0,0
6000029,0,0.015822396,0.015020139,0.0,0
6000030,0,0.014147933,0.015020375,0.0,0
6000031,0,0.015780406,0.015022146,0.0,0
6000032,0,0.014048563,0.015020569,0.0,0
6000033,0,0.015873345,0.015021609,0.0,0
6000034,0,0.016690651,0.015019738,0.0,0
6000035,0,0.014032369,0.015020966,0.0,0
6000036,0,0.01466198,0.015022581,0.0,0
6000037,0,0.016466044,0.015024637,0.0,0
6000038,0,0.014252199,0.015024949,0.0,0
6000039,0,0.013086932,0.015025099,0.0,0
6000040,0,0.012691901,0.015027225,0.0,0
6000041,0,0.018968388,0.015028551,0.0,0
6000042,0,0.01653434,0.015029565,0.0,0
6000043,0,0.014551564,0.015032152,0.0,0
6000044,0,0.014733472,0.01503356,0.0,0
6000045,0,0.016194876,0.015035454,0.0,0
6000046,0,0.01623145,0.015036566,0.0,0
6000047,0,0.015578522,0.015038061,0.0,0
6000048,0,0.014932704,0.015036937,0.0,0
6000049,0,0.014438922,0.015038991,0.0,0
6000050,0,0.012848849,0.015038975,0.0,0
6000051,0,0.016458036,0.01503976,0.0,0
6000052,0,0.016583418,0.015041966,0.0,0
6000053,0,0.019463383,0.015040871,0.0,0
6000054,0,0.012274758,0.015042397,0.0,0
6000055,0,0.014509296,0.015043291,0.0,0
6000056,1,0.017070178,0.015044895,0.0,0
6000057,0,0.019174004,0.0150445765,0.0,0
6000058,0,0.015204585,0.015046988,0.0,0
6000059,0,0.015696451,0.015047675,0.0,0
6000060,0,0.016670667,0.01504925,0.0,0
6000061,0,0.018076537,0.0150510445,0.0,0
6000062,0,0.013352844,0.01505203,0.0,0
6000063,0,0.019115841,0.015052299,0.0,0
6000064,0,0.016164113,0.015053592,0.0,0
6000065,0,0.013435228,0.015053801,0.0,0
6000066,0,0.012946384,0.0150553305,0.0,0
6000067,0,0.018947214,0.015055027,0.0,0
6000068,0,0.019072207,0.015055674,0.0,0
6000069,0,0.017812496,0.015054763,0.0,0
6000070,0,0.014650121,0.01505504,0.0,0
6000071,0,0.012854827,0.01505674,0.0,0
6000072,0,0.016072927,0.015058463,0.0,0
6000073,0,0.016060913,0.015057754,0.0,0
6000074,0,0.015005516,0.015057712,0.0,0
6000075,0,0.010957585,0.015059002,0.0,0
6000076,0,0.013476024,0.01506094,0.0,0
6000077,0,0.0161743,0.015062206,0.0,0
6000078,0,0.0160041,0.015065295,0.0,0
6000079,0,0.015751285,0.015067413,0.0,0
6000080,0,0.013469176,0.015067142,0.0,0
6000081,0,0.016153151,0.015068065,0.0,0
6000082,0,0.012404065,0.01506901,0.0,0
6000083,0,0.016454937,0.015070979,0.0,0
6000084,0,0.01697839,0.015071878,0.0,0
6000085,0,0.016675634,0.015074083,0.0,0
6000086,0,0.013663132,0.015076446,0.0,0
6000087,0,0.016191611,0.015076189,0.0,0
6000088,0,0.015557863,0.015076208,0.0,0
6000089,0,0.013828288,0.015076674,0.0,0
6000090,0,0.012967299,0.015078244,0.0,0
6000091,0,0.018590579,0.015077153,0.0,0
6000092,0,0.0139302695,0.015077589,0.0,0
6000093,0,0.017251454,0.015079379,0.0,0
6000094,0,0.014366491,0.015079251,0.0,0
6000095,0,0.0119718155,0.015077906,0.0,0
6000096,0,0.016584018,0.015079963,0.0,0
6000097,0,0.015597956,0.015080876,0.0,0
6000098,0,0.017989265,0.015082694,0.0,0
6000099,0,0.014895729,0.015083023,0.0,0
6000100,0,0.017025627,0.015083744,0.0,0
6000101,0,0.013986656,0.015084451,0.0,0
6000102,0,0.020518152,0.015085471,0.0,0
6000103,0,0.013814477,0.015088579,0.0,0
6000104,0,0.015445564,0.015088355,0.0,0
6000105,0,0.018639002,0.015086387,0.0,0
6000106,0,0.01684792,0.015085951,0.0,0
6000107,0,0.0131577365,0.015085581,0.0,0
6000108,0,0.013067447,0.015085696,0.0,0
6000109,0,0.017910274,0.015086365,0.0,0
6000110,0,0.016801022,0.015087153,0.0,0
6000111,0,0.014520445,0.0150879035,0.0,0
6000112,0,0.017201085,0.015088919,0.0,0
6000113,0,0.015319562,0.015090193,0.0,0
6000114,0,0.011258566,0.015089546,0.0,0
6000115,0,0.011744544,0.015087824,0.0,0
6000116,0,0.019887678,0.015086756,0.0,0
6000117,0,0.011439259,0.015086665,0.0,0
6000118,0,0.014259337,0.015087105,0.0,0
6000119,0,0.014557436,0.015088284,0.0,0
6000120,0,0.014014291,0.01508838,0.0,0
6000121,0,0.018216614,0.015091087,0.0,0
6000122,0,0.01769494,0.015091261,0.0,0
6000123,0,0.016781634,0.015091225,0.0,0
6000124,0,0.017396739,0.015090902,0.0,0
6000125,0,0.013891396,0.015091035,0.0,0
6000126,0,0.015619465,0.015093271,0.0,0
6000127,0,0.014909751,0.015094167,0.0,0
6000128,0,0.017760037,0.015095586,0.0,0
6000129,0,0.016940897,0.0150947645,0.0,0
6000130,0,0.014385215,0.015094101,0.0,0
6000131,0,0.017429337,0.015093933,0.0,0
6000132,0,0.012018189,0.0150940865,0.0,0
6000133,0,0.0135927405,0.015095307,0.0,0
6000134,0,0.017243164,0.015096646,0.0,0
6000135,0,0.01621923,0.015097225,0.0,0
6000136,0,0.013694112,0.015096998,0.0,0
6000137,0,0.013201679,0.015097004,0.0,0
6000138,0,0.017025502,0.015097226,0.0,0
6000139,0,0.015193579,0.015099434,0.0,0
6000140,0,0.014474398,0.015102631,0.0,0
6000141,0,0.016900523,0.015103747,0.0,0
6000142,0,0.015275342,0.015104778,0.0,0
6000143,0,0.015247938,0.015106221,0.0,0
6000144,0,0.01649309,0.015107065,0.0,0
6000145,0,0.01746053,0.015108696,0.0,0
6000146,0,0.013727867,0.01510838,0.0,0
6000147,0,0.015103617,0.01510773,0.0,0
6000148,0,0.01498476,0.015108563,0.0,0
6000149,0,0.013874786,0.015108814,0.0,0
6000150,0,0.017868707,0.015108593,0.0,0
6000151,0,0.014240302,0.015107569,0.0,0
6000152,0,0.015229038,0.015108137,0.0,0
6000153,0,0.01867511,0.015107585,0.0,0
6000154,0,0.013863372,0.015107738,0.0,0
6000155,0,0.012986087,0.0151077835,0.0,0
6000156,0,0.017769028,0.015107803,0.0,0
6000157,0,0.013892647,0.015108929,0.0,0
6000158,0,0.013130728,0.015109498,0.0,0
6000159,0,0.01940909,0.015108289,0.0,0
6000160,0,0.014772403,0.015110702,0.0,0
6000161,0,0.017931778,0.015111775,0.0,0
6000162,0,0.013002691,0.0151144955,0.0,0
6000163,0,0.014134281,0.01511556,0.0,0
6000164,0,0.01305912,0.015116375,0.0,0
6000165,0,0.01539335,0.015118552,0.0,0
6000166,0,0.015972855,0.01511984,0.0,0
6000167,0,0.01797343,0.01511971,0.0,0
6000168,0,0.014696718,0.015121277,0.0,0
6000169,0,0.014442246,0.01512262,0.0,0
6000170,0,0.016645556,0.015121665,0.0,0
6000171,0,0.014318269,0.0151201235,0.0,0
6000172,0,0.014246441,0.015121366,0.0,0
6000173,0,0.015934758,0.015122975,0.0,0
6000174,0,0.014810078,0.015121176,0.0,0
6000175,0,0.014788801,0.015121481,0.0,0
6000176,0,0.014805329,0.0151202325,0.0,0
6000177,0,0.015228001,0.015120637,0.0,0
6000178,0,0.015759,0.015122549,0.0,0
6000179,0,0.016005535,0.015123706,0.0,0
6000180,0,0.015167843,0.015124057,0.0,0
6000181,0,0.018409677,0.015125672,0.0,0
6000182,0,0.017444424,0.01512494,0.0,0
6000183,0,0.011923062,0.0151253,0.0,0
6000184,0,0.01817835,0.015126369,0.0,0
6000185,0,0.010888883,0.015127249,0.0,0
6000186,0,0.016689328,0.015126212,0.0,0
6000187,0,0.013708782,0.015127436,0.0,0
6000188,0,0.017252434,0.015128432,0.0,0
6000189,0,0.01385751,0.015127902,0.0,0
6000190,0,0.011999591,0.015129251,0.0,0
6000191,0,0.013316321,0.015129804,0.0,0
6000192,0,0.015653774,0.015130136,0.0,0
6000193,0,0.018236052,0.015129366,0.0,0
6000194,0,0.01563039,0.0151296975,0.0,0
6000195,0,0.014810361,0.01513083,0.0,0
6000196,0,0.016050294,0.0151320435,0.0,0
6000197,0,0.017408006,0.015133717,0.0,0
6000198,0,0.015456139,0.015135109,0.0,0
6000199,0,0.015911367,0.01513487,0.0,0
6000200,0,0.014245562,0.015134372,0.0,0
6000201,0,0.01841144,0.015133151,0.0,0
6000202,0,0.014726656,0.0151350945,0.0,0
6000203,0,0.01389317,0.01513318,0.0,0
6000204,0,0.017625084,0.015134077,0.0,0
6000205,0,0.01458594,0.01513346,0.0,0
6000206,0,0.015020109,0.015134673,0.0,0
6000207,0,0.014139879,0.01513346,0.0,0
6000208,0,0.014085594,0.015134843,0.0,0
6000209,0,0.012244918,0.015135672,0.0,0
6000210,0,0.012938896,0.015134906,0.0,0
6000211,0,0.016105589,0.015134996,0.0,0
6000212,0,0.0151942475,0.015136499,0.0,0
6000213,0,0.011478016,0.015137774,0.0,0
6000214,0,0.013729162,0.015139189,0.0,0
6000215,0,0.014541117,0.015140491,0.0,0
6000216,0,0.012798624,0.015140967,0.0,0
6000217,0,0.013632916,0.015143013,0.0,0
6000218,0,0.01894536,0.015144822,0.0,0
6000219,0,0.009779796,0.015143712,0.0,0
6000220,0,0.014300002,0.015145744,0.0,0
6000221,0,0.018732408,0.015145281,0.0,0
6000222,0,0.014065125,0.015147203,0.0,0
6000223,0,0.01829253,0.015149222,0.0,0
6000224,0,0.015275452,0.015151314,0.0,0
6000225,0,0.013386576,0.01515067,0.0,0
6000226,0,0.016877174,0.015153027,0.0,0
6000227,0,0.01161688,0.015152749,0.0,0
6000228,0,0.01633397,0.015152745,0.0,0
6000229,0,0.013097476,0.015154807,0.0,0
6000230,0,0.013196804,0.015154534,0.0,0
6000231,0,0.017399004,0.015155473,0.0,0
6000232,0,0.016426664,0.015157181,0.0,0
6000233,0,0.015920037,0.015157459,0.0,0
6000234,0,0.013824854,0.015157436,0.0,0
6000235,0,0.02105284,0.015156823,0.0,0
6000236,0,0.013533004,0.015157806,0.0,0
6000237,0,0.013612165,0.015158707,0.0,0
