timestamp,counts,qber,bg_noise,eve_intensity,attack_label
1000000,0,0.012099622,0.014998902,0.0,0
1000001,0,0.0145676825,0.015000853,0.0,0
1000002,0,0.014483934,0.015001349,0.0,0
1000003,0,0.014235753,0.015002384,0.0,0
1000004,0,0.013352455,0.01500319,0.0,0
1000005,0,0.01469907,0.01500398,0.0,0
1000006,0,0.0131370295,0.015004056,0.0,0
1000007,0,0.015539972,0.015005833,0.0,0
1000008,0,0.0146526,0.015006436,0.0,0
1000009,0,0.012252487,0.015006268,0.0,0
1000010,0,0.012632576,0.0150081385,0.0,0
1000011,0,0.013953179,0.015010766,0.0,0
1000012,0,0.013475234,0.01501053,0.0,0
1000013,0,0.01605963,0.01501088,0.0,0
1000014,0,0.012865517,0.015010513,0.0,0
1000015,0,0.013791258,0.015013232,0.0,0
1000016,0,0.015324687,0.0150132235,0.0,0
1000017,0,0.014415763,0.015014207,0.0,0
1000018,0,0.013780886,0.0150150405,0.0,0
1000019,0,0.015108595,0.015015799,0.0,0
1000020,0,0.016483277,0.015016138,0.0,0
1000021,0,0.014542332,0.015016896,0.0,0
1000022,0,0.013082753,0.015019636,0.0,0
1000023,0,0.015874587,0.015019505,0.0,0
1000024,0,0.015016043,0.015019457,0.0,0
1000025,0,0.013916233,0.015018406,0.0,0
1000026,0,0.012477175,0.01501758,0.0,0
1000027,0,0.019538593,0.015018729,0.0,0
1000028,0,0.015162148,0.015018952,0.0,0
1000029,0,0.013697666,0.0150200585,0.0,0
1000030,0,0.013257658,0.015022458,0.0,0
1000031,0,0.013715598,0.015022362,0.0,0
1000032,0,0.016032703,0.015021754,0.0,0
1000033,0,0.012698514,0.015021612,0.0,0
1000034,0,0.01715139,0.015022807,0.0,0
1000035,0,0.01381208,0.015023004,0.0,0
1000036,0,0.016730152,0.015023465,0.0,0
1000037,0,0.015046595,0.015024998,0.0,0
1000038,0,0.0124228485,0.015027347,0.0,0
1000039,0,0.014449447,0.015028341,0.0,0
1000040,0,0.015134655,0.015029723,0.0,0
1000041,0,0.017267356,0.015030434,0.0,0
1000042,0,0.013811549,0.015030803,0.0,0
1000043,0,0.013174133,0.0150310155,0.0,0
1000044,0,0.018105667,0.015031543,0.0,0
1000045,0,0.017513208,0.015033022,0.0,0
1000046,0,0.01512849,0.015033697,0.0,0
1000047,0,0.014280294,0.0150343,0.0,0
1000048,0,0.015412788,0.015036112,0.0,0
1000049,0,0.016969875,0.015037265,0.0,0
1000050,0,0.015095382,0.015038552,0.0,0
1000051,0,0.015444405,0.015037884,0.0,0
1000052,0,0.0154063525,0.015037909,0.0,0
1000053,0,0.0150920125,0.015036943,0.0,0
1000054,0,0.01694622,0.015037474,0.0,0
1000055,0,0.014133409,0.015036826,0.0,0
1000056,0,0.013648608,0.015037087,0.0,0
1000057,0,0.014063773,0.015038676,0.0,0
1000058,0,0.01401692,0.015039992,0.0,0
1000059,0,0.016013904,0.015040172,0.0,0
1000060,0,0.011217955,0.015041147,0.0,0
1000061,0,0.016057707,0.0150426915,0.0,0
1000062,0,0.01542461,0.015042762,0.0,0
1000063,0,0.013563372,0.0150450785,0.0,0
1000064,0,0.012462897,0.015043768,0.0,0
1000065,0,0.014715249,0.015046429,0.0,0
1000066,0,0.015908394,0.015047695,0.0,0
1000067,0,0.016039887,0.01504807,0.0,0
1000068,0,0.018310837,0.01504971,0.0,0
1000069,0,0.014902467,0.015051543,0.0,0
1000070,0,0.016848318,0.015052319,0.0,0
1000071,0,0.017981842,0.01505388,0.0,0
1000072,0,0.015672257,0.015053159,0.0,0
1000073,0,0.0144696245,0.015054407,0.0,0
1000074,0,0.012739519,0.015055543,0.0,0
