timestamp,counts,qber,bg_noise,eve_intensity,attack_label
5000000,0,0.014696795,0.014998364,0.0,0
5000001,0,0.018342154,0.014998594,0.0,0
5000002,0,0.012070231,0.014999632,0.0,0
5000003,0,0.013846373,0.014999976,0.0,0
5000004,0,0.0140514085,0.014999745,0.0,0
5000005,0,0.015289093,0.015001051,0.0,0
5000006,0,0.01663683,0.015003603,0.0,0
5000007,0,0.0121660475,0.015003926,0.0,0
5000008,0,0.017969517,0.015005382,0.0,0
5000009,1,0.014144702,0.01500686,0.0,0
5000010,0,0.016836524,0.015007299,0.0,0
5000011,0,0.012730129,0.015008579,0.0,0
5000012,0,0.015341983,0.015008367,0.0,0
5000013,0,0.013276357,0.015010025,0.0,0
5000014,0,0.015565812,0.0150105525,0.0,0
5000015,0,0.016056344,0.015012382,0.0,0
5000016,0,0.013993731,0.01501293,0.0,0
5000017,0,0.016573448,0.015013274,0.0,0
5000018,0,0.013865715,0.015014047,0.0,0
5000019,0,0.015077568,0.015013488,0.0,0
5000020,0,0.015828839,0.015012721,0.0,0
5000021,0,0.020309746,0.015013182,0.0,0
5000022,0,0.013582538,0.015013737,0.0,0
5000023,0,0.016513659,0.015012231,0.0,0
5000024,0,0.015482119,0.015013018,0.0,0
5000025,0,0.018176012,0.015012222,0.0,0
5000026,1,0.01392937,0.015013567,0.0,0
5000027,0,0.017477898,0.015013873,0.0,0
5000028,0,0.012361041,0.015015279,0.0,0
5000029,0,0.016953437,0.0150168985,0.0,0
5000030,0,0.015877811,0.015018641,0.0,0
5000031,0,0.016927976,0.015018831,0.0,0
5000032,0,0.016091442,0.015018472,0.0,0
5000033,0,0.016614584,0.015018229,0.0,0
5000034,0,0.0145838,0.0150187,0.0,0
5000035,0,0.010806326,0.015018884,0.0,0
5000036,0,0.01675423,0.015018986,0.0,0
5000037,0,0.012923158,0.015020366,0.0,0
5000038,0,0.012706605,0.0150219025,0.0,0
5000039,0,0.016260618,0.015023744,0.0,0
5000040,0,0.01614012,0.015026008,0.0,0
5000041,0,0.013042989,0.015028158,0.0,0
