timestamp,counts,qber,bg_noise,attack_label
8500000,0,0.02173849,0.015000002,1
8500001,0,0.019520191,0.015001083,1
8500002,0,0.020357937,0.015001958,1
8500003,0,0.022047184,0.015003611,1
8500004,0,0.020191392,0.01500228,1
8500005,0,0.016375624,0.0150021585,1
8500006,1,0.018061064,0.01500223,1
8500007,0,0.01709772,0.015001675,1
8500008,0,0.017956067,0.015003067,1
8500009,0,0.018849816,0.015003795,1
8500010,0,0.021685068,0.015005048,1
8500011,0,0.020344881,0.01500556,1
8500012,0,0.01767684,0.015006994,1
8500013,0,0.023652775,0.015006597,1
8500014,0,0.02407791,0.015008286,1
8500015,0,0.019374449,0.0150077045,1
8500016,0,0.018203484,0.015009738,1
8500017,0,0.024027664,0.015010806,1
8500018,0,0.023900025,0.015011085,1
8500019,0,0.02027812,0.015011977,1
8500020,0,0.021138381,0.0150137525,1
8500021,0,0.020760302,0.015013467,1
8500022,0,0.01810304,0.015013128,1
8500023,0,0.024047896,0.015013273,1
8500024,0,0.019523283,0.015011849,1
8500025,0,0.02302455,0.015009755,1
8500026,0,0.02087988,0.015011555,1
8500027,0,0.020607974,0.015014044,1
8500028,0,0.018510543,0.015013485,1
8500029,0,0.023771107,0.015015685,1
8500030,0,0.022614745,0.015014812,1
8500031,0,0.024480348,0.015014585,1
8500032,0,0.02202784,0.015015865,1
8500033,0,0.023802575,0.015017524,1
8500034,0,0.020444166,0.015017022,1
8500035,0,0.020331416,0.015018464,1
8500036,0,0.02016299,0.015019703,1
8500037,0,0.02110904,0.015020045,1
8500038,0,0.017874628,0.015018953,1
8500039,0,0.019012036,0.015019786,1
8500040,0,0.019835914,0.015020636,1
8500041,0,0.022069992,0.015020564,1
8500042,0,0.019799383,0.015022211,1
8500043,0,0.01886381,0.015021739,1
8500044,0,0.017681552,0.015021061,1
8500045,0,0.016263003,0.015020233,1
8500046,0,0.01680577,0.0150203975,1
8500047,0,0.017782746,0.0150212655,1
8500048,0,0.021259386,0.015021043,1
8500049,0,0.020010747,0.015021183,1
8500050,0,0.021277469,0.0150214955,1
8500051,0,0.016887253,0.015022415,1
8500052,0,0.019896213,0.015021617,1
8500053,0,0.021222444,0.015023627,1
8500054,0,0.02011935,0.015025242,1
8500055,0,0.018800871,0.015027519,1
8500056,0,0.018318597,0.0150288595,1
8500057,0,0.02076979,0.01502877,1
8500058,0,0.022227405,0.015030188,1
8500059,0,0.018510547,0.015030829,1
8500060,0,0.022827625,0.015032132,1
8500061,0,0.019506827,0.015033267,1
8500062,0,0.018743908,0.015033708,1
8500063,0,0.02364001,0.015035602,1
8500064,0,0.019711956,0.015037013,1
8500065,0,0.025121871,0.015036329,1
8500066,0,0.01923236,0.015036547,1
8500067,0,0.018211577,0.015037249,1
8500068,0,0.022794511,0.0150390575,1
8500069,0,0.021811686,0.015039833,1
8500070,0,0.019800408,0.015042035,1
8500071,0,0.024367122,0.0150427185,1
8500072,0,0.018527547,0.015045825,1
8500073,0,0.020289345,0.015046621,1
8500074,0,0.022117116,0.015046624,1
8500075,0,0.021004662,0.01504738,1
8500076,0,0.023564639,0.015048012,1
8500077,0,0.021526208,0.015048607,1
8500078,0,0.019515995,0.0150497835,1
8500079,0,0.020509813,0.0150507605,1
8500080,0,0.017923074,0.015051321,1
8500081,0,0.019103,0.015051475,1
8500082,0,0.023563199,0.015051197,1
8500083,0,0.020553237,0.015052585,1
8500084,0,0.02072349,0.015052936,1
8500085,0,0.022792699,0.015055598,1
8500086,0,0.021189295,0.015057087,1
8500087,0,0.02119399,0.015059286,1
8500088,0,0.020798797,0.015058359,1
8500089,0,0.021578914,0.015060251,1
8500090,0,0.020939436,0.015061416,1
8500091,0,0.019954951,0.015061962,1
8500092,0,0.020609537,0.01506343,1
8500093,0,0.022432586,0.015063868,1
8500094,0,0.022577485,0.01506233,1
8500095,0,0.019577593,0.015063208,1
8500096,0,0.01931042,0.015064999,1
8500097,0,0.020597514,0.015066475,1
8500098,0,0.021608798,0.015066286,1
8500099,0,0.021908637,0.015068126,1
8500100,0,0.024540508,0.015067121,1
8500101,0,0.021323381,0.015067954,1
8500102,0,0.020014515,0.015069519,1
8500103,0,0.02261323,0.015069065,1
8500104,0,0.020532478,0.015068857,1
8500105,0,0.02185293,0.015069451,1
8500106,0,0.019944962,0.015069358,1
8500107,0,0.021781292,0.015069569,1
8500108,0,0.022838334,0.0150697,1
8500109,0,0.019922927,0.01506991,1
8500110,0,0.023000622,0.015070148,1
8500111,0,0.023717778,0.015070691,1
8500112,0,0.026165633,0.01507167,1
8500113,0,0.020293675,0.015073244,1
8500114,0,0.01983612,0.015074845,1
8500115,0,0.019850092,0.015073649,1
8500116,0,0.022949833,0.015074323,1
8500117,0,0.023106528,0.015075901,1
8500118,0,0.018792223,0.0150769465,1
8500119,0,0.022590837,0.015077176,1
8500120,0,0.018207151,0.015078782,1
8500121,0,0.020466965,0.015078414,1
8500122,0,0.019727582,0.015078835,1
8500123,0,0.020422937,0.015077611,1
8500124,0,0.022233078,0.015079695,1
8500125,0,0.022221334,0.0150813665,1
8500126,0,0.022813087,0.015083276,1
8500127,0,0.020322256,0.015082234,1
8500128,0,0.023263216,0.015081613,1
8500129,0,0.022730604,0.015082142,1
8500130,0,0.022910846,0.015082432,1
8500131,0,0.02130787,0.015084058,1
8500132,0,0.017913219,0.015085124,1
8500133,0,0.019864952,0.015084954,1
8500134,0,0.021611018,0.015085405,1
8500135,0,0.021454263,0.015086457,1
8500136,0,0.022617644,0.01508648,1
8500137,0,0.022150317,0.015089477,1
8500138,0,0.020288544,0.0150912935,1
8500139,0,0.021397073,0.015092316,1
8500140,0,0.017364306,0.015094094,1
8500141,0,0.02228262,0.015094133,1
8500142,0,0.020120135,0.015094793,1
8500143,0,0.019961046,0.015094226,1
8500144,1,0.022186834,0.015092378,1
8500145,0,0.019701755,0.015092287,1
8500146,0,0.023139305,0.015093316,1
8500147,0,0.018363578,0.015092782,1
8500148,0,0.01910721,0.015093609,1
8500149,0,0.022987837,0.015095203,1
8500150,0,0.019371534,0.015096852,1
8500151,0,0.020560939,0.015097866,1
8500152,0,0.019488305,0.015098789,1
8500153,0,0.02130848,0.015101418,1
8500154,0,0.023982098,0.015100636,1
