timestamp,counts,qber,bg_noise,attack_label
6500000,0,0.018946117,0.0150011815,1
6500001,0,0.019373309,0.014999809,1
6500002,0,0.022735333,0.0150006395,1
6500003,0,0.01715894,0.015001645,1
6500004,0,0.019777127,0.01500143,1
6500005,0,0.019343173,0.015003346,1
6500006,0,0.01727894,0.01500223,1
6500007,0,0.018758811,0.015000939,1
6500008,0,0.02270467,0.015001356,1
6500009,0,0.023646755,0.015003413,1
6500010,0,0.020522429,0.015004619,1
6500011,0,0.02503186,0.0150046665,1
6500012,0,0.021047138,0.015005207,1
6500013,0,0.018864973,0.015005383,1
6500014,0,0.023325024,0.0150073245,1
6500015,0,0.020483453,0.015005905,1
6500016,0,0.017871821,0.015005877,1
6500017,0,0.022492817,0.015006683,1
6500018,0,0.017774453,0.015005782,1
6500019,0,0.017744591,0.015007579,1
6500020,0,0.02335015,0.015008471,1
6500021,0,0.020789552,0.0150089115,1
6500022,0,0.020213446,0.015008665,1
6500023,0,0.018854823,0.015009691,1
6500024,0,0.018454015,0.015007509,1
6500025,0,0.01872782,0.015010071,1
6500026,0,0.018929804,0.015009531,1
6500027,0,0.024227379,0.015009942,1
6500028,0,0.01892304,0.015012132,1
6500029,0,0.02223025,0.015010616,1
6500030,0,0.021002969,0.015009387,1
6500031,0,0.018761186,0.015009206,1
6500032,0,0.01867956,0.015010119,1
6500033,0,0.021137938,0.015010513,1
6500034,0,0.019803336,0.015011463,1
6500035,0,0.022882348,0.015011498,1
6500036,0,0.018844794,0.01501256,1
6500037,0,0.020979505,0.015013831,1
6500038,0,0.019288315,0.015014408,1
6500039,0,0.019839017,0.015015211,1
6500040,0,0.018305622,0.015015848,1
6500041,0,0.020606877,0.015015254,1
6500042,0,0.021858884,0.015015961,1
6500043,0,0.020290023,0.015015237,1
6500044,0,0.020971438,0.015016491,1
6500045,0,0.01930043,0.0150160575,1
6500046,0,0.021693094,0.015017547,1
6500047,0,0.019544061,0.015018719,1
6500048,0,0.021531705,0.015020568,1
6500049,0,0.020473346,0.015021271,1
6500050,0,0.022674235,0.015022676,1
6500051,0,0.020125458,0.015022426,1
6500052,0,0.020084372,0.0150239505,1
6500053,0,0.01890579,0.015025611,1
6500054,0,0.017939406,0.015025109,1
6500055,0,0.019846102,0.015025567,1
6500056,0,0.018542314,0.015024753,1
6500057,0,0.020923829,0.015025286,1
6500058,0,0.021097789,0.015024196,1
6500059,0,0.018745437,0.015025184,1
6500060,0,0.018473258,0.015025692,1
6500061,0,0.01972054,0.015026281,1
6500062,0,0.018688876,0.015026862,1
6500063,0,0.022182116,0.015026468,1
6500064,0,0.021593936,0.0150269745,1
6500065,0,0.02036673,0.0150271,1
6500066,0,0.020464182,0.015028102,1
6500067,0,0.02382666,0.015028737,1
6500068,0,0.019117104,0.0150295915,1
6500069,0,0.01842695,0.015032664,1
6500070,0,0.023253262,0.015032353,1
6500071,0,0.018499104,0.015032677,1
6500072,0,0.020879688,0.015033756,1
6500073,0,0.021160481,0.015033491,1
6500074,0,0.021875093,0.015035316,1
6500075,0,0.020213597,0.01503511,1
6500076,0,0.020923994,0.015035553,1
6500077,0,0.022237085,0.015036141,1
6500078,0,0.021511244,0.015036628,1
6500079,0,0.019906593,0.015037436,1
6500080,0,0.020882905,0.015036892,1
6500081,0,0.023137012,0.015036423,1
6500082,0,0.022452155,0.015037338,1
6500083,0,0.01714364,0.0150372805,1
6500084,0,0.02026821,0.015038567,1
6500085,0,0.017509265,0.015039746,1
6500086,0,0.02166544,0.015040687,1
6500087,0,0.01792828,0.015044285,1
6500088,0,0.021429192,0.015042545,1
6500089,0,0.017808517,0.015043365,1
6500090,0,0.021915156,0.015043529,1
6500091,0,0.020431127,0.015043735,1
6500092,0,0.022251004,0.015043792,1
6500093,0,0.017368374,0.015042866,1
6500094,0,0.020016748,0.015043689,1
6500095,0,0.019925943,0.015043499,1
6500096,0,0.020625273,0.015044371,1
6500097,0,0.019738384,0.015045307,1
6500098,0,0.020116834,0.0150463,1
6500099,0,0.018559434,0.015047873,1
6500100,0,0.022188196,0.015050007,1
6500101,0,0.025524229,0.015049836,1
6500102,0,0.020678261,0.015050486,1
6500103,0,0.022517702,0.015053092,1
6500104,0,0.022407714,0.015052715,1
6500105,0,0.023177927,0.015052612,1
6500106,0,0.018539712,0.015052267,1
6500107,0,0.020651776,0.0150529975,1
6500108,0,0.023316696,0.015053719,1
6500109,0,0.018831663,0.015056376,1
6500110,0,0.024131998,0.015056797,1
6500111,0,0.017403407,0.015056261,1
6500112,0,0.022638323,0.015057183,1
6500113,0,0.023641298,0.015056708,1
6500114,0,0.020568071,0.015056463,1
6500115,0,0.020326208,0.015058075,1
6500116,0,0.019583499,0.015059698,1
6500117,0,0.023060722,0.0150599135,1
6500118,0,0.023932803,0.01505998,1
6500119,0,0.021157628,0.015060072,1
6500120,0,0.027080813,0.0150612695,1
6500121,0,0.022456823,0.015063519,1
6500122,0,0.020312592,0.015063037,1
6500123,0,0.018142074,0.015062128,1
6500124,0,0.020323997,0.015064088,1
6500125,0,0.019878978,0.015063298,1
6500126,0,0.022482933,0.015062263,1
6500127,0,0.023640946,0.015062228,1
6500128,0,0.020403674,0.015062189,1
6500129,0,0.01634028,0.0150620695,1
6500130,0,0.021336095,0.015062857,1
6500131,0,0.020000104,0.0150618935,1
6500132,0,0.022814645,0.015061968,1
6500133,0,0.02106256,0.0150616905,1
6500134,0,0.016774286,0.015062764,1
6500135,0,0.018522216,0.015062193,1
6500136,0,0.023152765,0.015063665,1
6500137,0,0.020256214,0.015064584,1
6500138,0,0.019360796,0.015067162,1
6500139,0,0.019105377,0.015067744,1
6500140,0,0.021627467,0.015067137,1
6500141,0,0.018525766,0.015067099,1
6500142,0,0.020789528,0.015067746,1
6500143,0,0.020172348,0.015067874,1
6500144,0,0.01905995,0.015067817,1
6500145,0,0.018201523,0.015069148,1
6500146,0,0.018669875,0.015068194,1
6500147,0,0.020301793,0.0150703825,1
6500148,0,0.021055456,0.01507204,1
6500149,0,0.022013348,0.015072146,1
6500150,0,0.01940617,0.015072375,1
6500151,0,0.020376958,0.015073117,1
6500152,0,0.020759532,0.015074303,1
6500153,0,0.020352934,0.015075727,1
6500154,0,0.022084838,0.015076579,1
6500155,0,0.021985088,0.015078471,1
6500156,0,0.0175973,0.015079647,1
6500157,0,0.020471314,0.015080237,1
6500158,0,0.019918686,0.015081837,1
6500159,0,0.01792269,0.01508371,1
6500160,0,0.017532928,0.015084933,1
6500161,0,0.019387381,0.015086715,1
6500162,0,0.01817562,0.015087404,1
6500163,0,0.022587728,0.015087594,1
6500164,0,0.021214498,0.015085883,1
6500165,0,0.018659491,0.015086305,1
6500166,0,0.020953225,0.0150865745,1
6500167,0,0.018102232,0.015086367,1
6500168,0,0.02428695,0.015086704,1
6500169,0,0.023892567,0.0150876045,1
6500170,0,0.021543702,0.015088946,1
6500171,0,0.02145694,0.0150896255,1
6500172,0,0.021490868,0.015089938,1
6500173,0,0.023052415,0.015089441,1
6500174,0,0.02125796,0.015090261,1
6500175,0,0.019094164,0.015091935,1
6500176,0,0.021604067,0.015091984,1
6500177,0,0.021527102,0.01509184,1
6500178,0,0.020780906,0.0150932195,1
6500179,0,0.021764167,0.015093215,1
6500180,0,0.020140005,0.015094361,1
6500181,0,0.017573044,0.015094535,1
6500182,0,0.024272898,0.01509672,1
6500183,0,0.021358397,0.015096649,1
6500184,0,0.022386571,0.015096749,1
6500185,0,0.019360628,0.015097002,1
